Fair Deal,"The Fair Deal was an ambitious set of proposals put forward by U.S. President Harry S. Truman to Congress in his January 1949 State of the Union address. More generally the term characterizes the entire domestic agenda of the Truman administration, from 1945 to 1953. It offered new proposals to continue New Deal liberalism, but with the Conservative Coalition controlling Congress, only a few of its major initiatives became law and then only if they had considerable GOP support. As Richard Neustadt concludes, the most important proposals were aid to education, universal health insurance, the Fair Employment Practices Commission, and repeal of the Taft–Hartley Act. They were all debated at length, then voted down. Nevertheless, enough smaller and less controversial items passed that liberals could claim some success.",
Truman Doctrine,"""The Truman Doctrine was an American foreign policy with the primary goal of containing Soviet geopolitical expansion during the Cold War. It was announced to Congress by President Harry S. Truman on March 12, 1947, and further developed on July 4, 1948, when he pledged to contain the communist uprisings in Greece and Turkey. Direct American military force was usually not involved, but Congress appropriated financial aid to support the economies and militaries of Greece and Turkey. More generally, the Truman Doctrine implied American support for other nations thought to be threatened by Soviet communism. The Truman Doctrine became the foundation of American foreign policy, and led, in 1949, to the formation of NATO, a military alliance that still exists. Historians often use Truman's speech to date the start of the Cold War.Truman told Congress that """"it must be the policy of the United States to support free peoples who are resisting attempted subjugation by armed minorities or by outside pressures."""" Truman contended  that because totalitarian regimes coerced free peoples, they automatically represented a threat to international peace and the national security of the United States. Truman made the plea in the midst of the Greek Civil War (1946–1949). He argued that if Greece and Turkey did not receive the aid, they would inevitably fall to communism with grave consequences throughout the region. Because Turkey and Greece were historic rivals, it was considered necessary to help both equally even though the crisis in  Greece was far more intense.""",
Yalta Conference,"The Yalta Conference, also known as the Crimea Conference and code-named Argonaut, held February 4–11, 1945, was the World War II meeting of the heads of government of the United States, the United Kingdom, and the Soviet Union to discuss the postwar reorganization of Germany and Europe. The three states were represented by President Franklin D. Roosevelt, Prime Minister Winston Churchill, and Premier Joseph Stalin, respectively. The conference was held near Yalta in Crimea, Soviet Union, within the Livadia, Yusupov, and Vorontsov Palaces.",
Fair Labor Standards Act,"""The Fair Labor Standards Act of 1938 29 U.S.C. § 203 (FLSA) is a United States labor law that creates the right to a minimum wage, and """"time-and-a-half"""" overtime pay when people work over forty hours a week. It also prohibits employment of minors in """"oppressive child labor"""". It applies to employees engaged in interstate commerce or employed by an enterprise engaged in commerce or in the production of goods for commerce, unless the employer can claim an exemption from coverage.""",
New Deal,"The New Deal was a series of programs, public work projects, financial reforms, and regulations enacted by President Franklin D. Roosevelt in the United States between 1933 and 1939.  Major federal programs and agencies included the Civilian Conservation Corps (CCC), the Civil Works Administration (CWA), the Farm Security Administration (FSA), the National Industrial Recovery Act of 1933 (NIRA) and the Social Security Administration (SSA). They provided support for farmers, the unemployed, youth and the elderly. The New Deal included new constraints and safeguards on the banking industry and efforts to re-inflate the economy after prices had fallen sharply. New Deal programs included both laws passed by Congress as well as presidential executive orders during the first term of the presidency of Franklin D. Roosevelt.",
Bonus March,"""The Bonus Army was a group of 43,000 demonstrators – made up of 17,000 U.S. World War I veterans, together with their families and affiliated groups – who gathered in Washington, D.C. in mid-1932 to demand early cash redemption of their service certificates. Organizers called the demonstrators the """"Bonus Expeditionary Force"""", to echo the name of World War I's American Expeditionary Forces, while the media referred to them as the """"Bonus Army"""" or """"Bonus Marchers"""". The demonstrators were led by Walter W. Waters, a former sergeant.""",
Federal Highway Act,"""The Federal Aid Highway Act of 1956, popularly known as the National Interstate and Defense Highways Act (Public Law 84-627), was enacted on June 29, 1956, when President Dwight D. Eisenhower signed the bill into law. With an original authorization of $25 billion for the construction of 41,000 miles (66,000 km) of the Interstate Highway System supposedly over a 10-year period, it was the largest public works project in American history through that time.The addition of the term """"defense"""" in the act's title was for two reasons: First, some of the original cost was diverted from defense funds. Secondly, most U.S. Air Force bases have a direct link to the system. One of the stated purposes was to provide access in order to defend the United States during a conventional or nuclear war with the Soviet Union and its communist allies. All of these links were in the original plans, although some, such as Wright Patterson AFB were not connected up in the 1950s, but only somewhat later.The money for the Interstate Highway and Defense Highways was handled in a Highway Trust Fund that paid for 90% of highway construction costs with the states required to pay the remaining 10 percent. It was expected that the money would be generated through new taxes on fuel, automobiles, trucks, and tires. As a matter of practice, the federal portion of the cost of the Interstate Highway System has been paid for by taxes on gasoline and diesel fuel.""",
Montgomery bus boycott,"The Montgomery bus boycott was a political and a social protest campaign against the policy of racial segregation on the public transit system of Montgomery, Alabama. It was a seminal event in the civil rights movement in the United States. The campaign lasted from December 5, 1955—the Monday after Rosa Parks, an African-American woman, was arrested for her refusal to surrender her seat to a white person—to December 20, 1956, when the federal ruling Browder v. Gayle took effect, and led to a United States Supreme Court decision that declared the Alabama and Montgomery laws that segregated buses were unconstitutional.",
Eisenhower Doctrine,"""The Eisenhower Doctrine was a policy enunciated by Dwight D. Eisenhower on January 5, 1957, within a """"Special Message to the Congress on the Situation in the Middle East"""".  Under the Eisenhower Doctrine, a Middle Eastern country could request American economic assistance or aid from U.S. military forces if it was being threatened by armed aggression. Eisenhower singled out the Soviet threat in his doctrine by authorizing the commitment of U.S. forces """"to secure and protect the territorial integrity and political independence of such nations, requesting such aid against overt armed aggression from any nation controlled by international communism."""" The phrase """"international communism"""" made the doctrine much broader than simply responding to Soviet military action. A danger that could be linked to communists of any nation could conceivably invoke the doctrine.""",
Korean War,"""The Korean War (South Korean Korean: 6.25 전쟁, 한국전쟁; Hanja: 韓國戰爭; RR: Yugio Jeonjaeng, Hanguk Jeonjaeng; North Korean Korean: 조국해방전쟁; Hanja: 祖國解放戰爭; MR: Choguk haebang chŏnjaeng, """"Fatherland Liberation War""""; 25 June 1950 – 27 July 1953) was a war between North Korea (with the support of China and the Soviet Union) and South Korea (with the support of the United Nations, principally from the United States). The war began on 25 June 1950 when North Korea invaded South Korea following clashes along the border and insurrections in the south. The war ended unofficially on 27 July 1953 in an armistice.""",
Freeport Doctrine,"The Freeport Doctrine was articulated by Stephen A. Douglas at the second of the Lincoln-Douglas debates on August 27, 1858, in Freeport, Illinois. Former one-term U.S. Representative Abraham Lincoln was campaigning to take Douglas's U.S. Senate seat by strongly opposing all attempts to expand the geographic area in which slavery was permitted. Lincoln tried to force Douglas to choose between the principle of popular sovereignty proposed by the Kansas-Nebraska Act (which left the fate of slavery in a U.S. territory up to its inhabitants), and the majority decision of the United States Supreme Court in the case of Dred Scott v. Sandford, which stated that slavery could not legally be excluded from U.S. territories (since Douglas professed great respect for Supreme Court decisions, and accused the Republicans of disrespecting the court, yet this aspect of the Dred Scott decision was contrary to Douglas's views and politically unpopular in Illinois). Instead of making a direct choice, Douglas's response stated that despite the court's ruling, slavery could be prevented from any territory by the refusal of the people living in that territory to pass laws favorable to slavery. Likewise, if the people of the territory supported slavery, legislation would provide for its continued existence.",
Clayton-Bulwer Treaty,"The Clayton–Bulwer Treaty was a treaty signed in 1850 between the United States and the United Kingdom. The treaty was negotiated by John M. Clayton and Sir Henry Bulwer, amidst growing tensions between the two nations over Central America, a region where the British had traditionally held strong influence but also saw increasing American expansion into the area. The treaty proved instrumental in preventing the outbreak of war between the two nations-resolving tensions over American plans to construct a Nicaraguan Canal that would connect the Pacific and the Atlantic. There were three main provisions in the treaty: neither nation would build such a canal without the consent and cooperation of the other; neither would fortify nor found new colonies in the region; when a canal was built, both powers would guarantee that it would be available on a neutral basis for all shipping. Construction on the proposed canal never came to fruition, although the treaty remained in effect until 1901.",
Lincoln Douglas Debates,"The Lincoln–Douglas debates (also known as The Great Debates of 1858) were a series of seven debates between Abraham Lincoln, the Republican Party candidate for the United States Senate from Illinois, and incumbent Senator Stephen Douglas, the Democratic Party candidate. Until the 17th Constitutional Amendment of 1913, senators were elected by state legislatures, so Lincoln and Douglas were trying to win control of the Illinois General Assembly.",
French and Indian War,"The French and Indian War (1754–1763) pitted the colonies of British America against those of New France, each side supported by military units from the parent country and by Native American allies. At the start of the war, the French colonies had a population of roughly 60,000 settlers, compared with 2 million in the British colonies. The outnumbered French particularly depended on the natives.",
Albany Plan,"""The Albany Plan of Union was a plan to create a unified government for the Thirteen Colonies, suggested by Benjamin Franklin, then a senior leader (age 48) and a delegate from Pennsylvania, at the Albany Congress on July 10, 1754 in Albany, New York. Franklin spent much time among the Iroquois observing their deliberations and pleaded with the colonial leaders to consider the plan. More than twenty representatives of several Northern Atlantic colonies had gathered to plan their defense related to the French and Indian War (1754–1763), the front in North America of the Seven Years' War between Great Britain and France, spurred on by George Washington's recent defeat in the Ohio valley. The Plan represented one of multiple early attempts to form a union of the colonies """"under one government as far as might be necessary for defense and other general important purposes.""""  The plan was rejected but it was a forerunner for the Articles of Confederation and the Constitution.""",
mercantilism,"Mercantilism is an economic policy that is designed to maximize the exports and minimize the imports for an economy. It promotes imperialism, tariffs and subsidies on traded goods to achieve that goal. The policy aims to reduce a possible current account deficit or reach a current account surplus, and it includes measures aimed at accumulating monetary reserves by a positive balance of trade, especially of finished goods. Historically, such policies frequently led to war and motivated colonial expansion. Mercantilist theory varies in sophistication from one writer to another and has evolved over time.",
salutary neglect,"In American history, salutary neglect was the British Crown policy of avoiding strict enforcement of parliamentary laws, especially trade laws, as long as British colonies remained loyal to the government of, and contributed to the economic growth of their parent country, England, in the 18th century. ",
Stephen Douglas,"""Stephen Arnold Douglas (April 23, 1813 – June 3, 1861) was an American politician and lawyer from Illinois. He was one of two Democratic Party nominees for president in the 1860 presidential election, which was won by Republican Abraham Lincoln. Douglas had previously defeated Lincoln in the 1858 United States Senate election in Illinois, known for the Lincoln–Douglas debates. During the 1850s, Douglas was one of the foremost advocates of popular sovereignty, which held that each territory should be allowed to determine whether to permit slavery within its borders. Douglas was nicknamed the """"Little Giant"""" because he was short in physical stature but a forceful and dominant figure in politics.""",
popular sovereignty,"""Popular sovereignty is the principle that the authority of a state and its government are created and sustained by the consent of its people, through their elected representatives (rule by the people), who are the source of all political power. It is closely associated with social contract philosophers such as Thomas Hobbes, John Locke and Jean-Jacques Rousseau. Popular sovereignty expresses a concept, and does not necessarily reflect or describe a political reality. Benjamin Franklin expressed the concept when he wrote, """"In free governments, the rulers are the servants and the people their superiors and sovereigns"""".""",
Ostend Manifesto,"The Ostend Manifesto, also known as the Ostend Circular, was a document written in 1854 that described the rationale for the United States to purchase Cuba from Spain while implying that the U.S. should declare war if Spain refused. Cuba's annexation had long been a goal of U.S. slaveholding expansionists. At the national level, American leaders had been satisfied to have the island remain in weak Spanish hands so long as it did not pass to a stronger power such as Britain or France. The Ostend Manifesto proposed a shift in foreign policy, justifying the use of force to seize Cuba in the name of national security. It resulted from debates over slavery in the United States, manifest destiny, and the Monroe Doctrine, as slaveholders sought new territory for the expansion of slavery.",
hundred days,"The Hundred Days War (French: les Cent-Jours IPA: [le sɑ̃ ʒuʁ]), also known as the War of the Seventh Coalition, marked the period between Napoleon's return from eleven months of exile on the island of Elba to Paris on 20 March 1815 and the second restoration of King Louis XVIII on 8 July 1815 (a period of 111 days). This period saw the War of the Seventh Coalition, and includes the Waterloo Campaign, the Neapolitan War as well as several other minor campaigns. The phrase les Cent Jours (the hundred days) was first used by the prefect of Paris, Gaspard, comte de Chabrol, in his speech welcoming the king back to Paris on 8 July.Napoleon returned while the Congress of Vienna was sitting. On 13 March, seven days before Napoleon reached Paris, the powers at the Congress of Vienna declared him an outlaw, and on 25 March Austria, Prussia, Russia and the United Kingdom, the four Great Powers and key members of the Seventh Coalition, bound themselves to put 150,000 men each into the field to end his rule. This set the stage for the last conflict in the Napoleonic Wars, the defeat of Napoleon at the Battle of Waterloo, the second restoration of the French kingdom, and the permanent exile of Napoleon to the distant island of Saint Helena, where he died in May 1821.",
America First Committee,"The America First Committee (AFC) was the foremost United States isolationist pressure group against American entry into World War II. Launched on September 4, 1940, the committee principally supported isolationism for its own sake, but many communists made use of the AFC, as well as antisemitic and pro-fascist speakers, who became its leaders. Membership peaked at 800,000 paying members in 450 chapters, making the AFC one of the largest antiwar organizations in the history of the United States. The committee was dissolved on December 10, 1941, three days after the attack on Pearl Harbor brought the United States into the war.",
Keynesian economics,"Keynesian economics ( KAYN-zee-ən; sometimes Keynesianism, named after the economist John Maynard Keynes) are the various macroeconomic theories and models of how aggregate demand (total spending in the economy) strongly influences economic output and inflation. In the Keynesian view, aggregate demand does not necessarily equal the productive capacity of the economy. Instead, it is influenced by a host of factors – sometimes behaving erratically – affecting production, employment, and inflation.Keynesian economists generally argue that aggregate demand is volatile and unstable and that, consequently, a market economy often experiences inefficient macroeconomic outcomes – a recession, when demand is low, and inflation, when demand is high. Further, they argue that these economic fluctuations can be mitigated by economic policy responses coordinated between government and central bank. In particular, fiscal policy actions (taken by the government) and  monetary policy actions (taken by the central bank), can help stabilize economic output, inflation, and unemployment over the business cycle. Keynesian economists generally advocate a market economy – predominantly private sector, but with an active role for government intervention during recessions and depressions.Keynesian economics developed during and after the Great Depression from the ideas presented by Keynes in his 1936 book, The General Theory of Employment, Interest and Money. Keynes' approach was a stark contrast to the aggregate supply-focused classical economics that preceded his book. Interpreting Keynes's work is a contentious topic, and several schools of economic thought claim his legacy.",
Insular Cases,"""The Insular Cases are a series of opinions by the U.S. Supreme Court in 1901, about the status of U.S. territories acquired in the Spanish–American War, and the periods shortly thereafter. When the war ended in 1898, the United States had to answer the question of whether or not people in newly acquired territories were citizens, a question the country had never faced before. The preliminary answer came from a series of Supreme Court rulings, now known as the Insular Cases, which responded to the question of how American constitutional rights apply to those in United States territories. The Supreme Court held that full constitutional protection of rights does not automatically (or ex proprio vigore—i.e., of its own force) extend to all places under American control. This meant that inhabitants of unincorporated territories such as Puerto Rico—""""even if they are U.S. citizens""""—may lack some constitutional rights (e.g., the right to remain part of the United States in case of de-annexation). Today, many legal scholars refer to the Insular Cases as a constitutional justification for colonialism and annexation of places not within United States boundaries. The Insular Cases """"authorized the colonial regime created by Congress, which allowed the United States to continue its administration—and exploitation—of the territories acquired from Spain after the Spanish–American War."""" These Supreme Court rulings allowed for the United States government to extend unilateral power over these newly acquired territories.""",
Great White Fleet,"The Great White Fleet was the popular nickname for the group of United States Navy battleships which completed a journey around the globe from December 16, 1907 to February 22, 1909 by order of United States President Theodore Roosevelt.  Its mission was to make friendly courtesy visits to numerous countries while displaying new U.S. naval power to the world. The hulls of these ships were painted a stark white, giving the armada its nickname.It consisted of 16 battleships divided into two squadrons, along with various escorts. Roosevelt sought to demonstrate growing American military power and blue-water navy capability. Hoping to enforce treaties and protect overseas holdings, the United States Congress designated funds to build American naval power. Beginning in the 1880s with just 90 small ships, over one-third of them wooden and therefore obsolete, the navy quickly grew to include new steel fighting vessels. Although the fleet's capital ships were already obsolete at the time of the mission's commencement, the mission was a success and influenced later American ship design.",
Square Deal,"""The Square Deal was Theodore Roosevelt's domestic program, which reflected his three major goals: conservation of natural resources, control of corporations, and consumer protection.These three demands are often referred to as the """"three Cs"""" of Roosevelt's Square Deal. Thus, it aimed at helping middle class citizens and involved attacking plutocracy and bad trusts while at the same time protecting business from the most extreme demands of organized labor. He explained in 1901-1909:""",
Jackie Robinson,"Jack Roosevelt Robinson (January 31, 1919 – October 24, 1972) was an American professional baseball player who became the first African American to play in Major League Baseball (MLB) in the modern era. Robinson broke the baseball color line when he started at first base for the Brooklyn Dodgers on April 15, 1947. When the Dodgers signed Robinson, they heralded the end of racial segregation in professional baseball that had relegated black players to the Negro leagues since the 1880s. Robinson was inducted into the Baseball Hall of Fame in 1962.During his 10-year MLB career, Robinson won the inaugural Rookie of the Year Award in 1947, was an All-Star for six consecutive seasons from 1949 through 1954, and won the National League Most Valuable Player Award in 1949—the first black player so honored. Robinson played in six World Series and contributed to the Dodgers' 1955 World Series championship.",
GI Bill of Rights,"""The Servicemen's Readjustment Act of 1944, commonly known as the G.I. Bill, was a law that provided a range of benefits for returning World War II veterans (commonly referred to as G.I.s).  The original G.I. Bill expired in 1956, but the term """"G.I. Bill"""" is still used to refer to programs created to assist U.S. military veterans.""",
Berlin Airlift,"The Berlin Blockade (24 June 1948 – 12 May 1949) was one of the first major international crisis of the Cold War. During the multinational occupation of post–World War II Germany, the Soviet Union blocked the Western Allies' railway, road, and canal access to the sectors of Berlin under Western control. The Soviets offered to drop the blockade if the Western Allies withdrew the newly introduced Deutsche Mark from West Berlin.",
Marshall Plan,"""The Marshall Plan (officially the European Recovery Program, ERP) was an American initiative passed in 1948 for foreign aid to Western Europe. The United States transferred over $15 billion (equivalent to $130 billion in 2019) in economic recovery programs to Western European economies after the end of World War II. Replacing an earlier proposal for a Morgenthau Plan, it operated for four years beginning on April 3, 1948. The goals of the United States were to rebuild war-torn regions, remove trade barriers, modernize industry, improve European prosperity, and prevent the spread of communism. The Marshall Plan required a reduction of interstate barriers, a dropping of many regulations, and encouraged an increase in productivity, as well as the adoption of modern business procedures.The Marshall Plan aid was divided among the participant states roughly on a per capita basis. A larger amount was given to the major industrial powers, as the prevailing opinion was that their resuscitation was essential for the general European revival. Somewhat more aid per capita was also directed toward the Allied nations, with less for those that had been part of the Axis or remained neutral. The largest recipient of Marshall Plan money was the United Kingdom (receiving about 26% of the total), but the enormous cost that Britain incurred through the """"Lend-Lease"""" scheme was not fully re-paid to the USA until 2006. The next highest contributions went to France (18%) and West Germany (11%). Some eighteen European countries received Plan benefits. Although offered participation, the Soviet Union refused Plan benefits, and also blocked benefits to Eastern Bloc countries, such as Hungary and Poland. The United States provided similar aid programs in Asia, but they were not part of the Marshall Plan.Its role in the rapid recovery has been debated. The Marshall Plan's accounting reflects that aid accounted for about 3% of the combined national income of the recipient countries between 1948 and 1951, which means an increase in GDP growth of less than half a percent.After World War II, in 1947, industrialist Lewis H. Brown wrote (at the request of General Lucius D. Clay) A Report on Germany, which served as a detailed recommendation for the reconstruction of post-war Germany, and served as a basis for the Marshall Plan. The initiative was named after United States Secretary of State George Marshall. The plan had bipartisan support in Washington, where the Republicans controlled Congress and the Democrats controlled the White House with Harry S. Truman as president. The Plan was largely the creation of State Department officials, especially William L. Clayton and George F. Kennan, with help from the Brookings Institution, as requested by Senator Arthur Vandenberg, chairman of the United States Senate Committee on Foreign Relations. Marshall spoke of an urgent need to help the European recovery in his address at Harvard University in June 1947. The purpose of the Marshall Plan was to aid in the economic recovery of nations after World War II and to reduce the influence of Communist parties within them. To combat the effects of the Marshall Plan, the USSR developed its own economic plan, known as the Molotov Plan, in spite of the fact that large amounts of resources from the Eastern Bloc countries to the USSR were paid as reparations, for countries participating in the Axis Power during the war.""",
Jacob Riis,"""Jacob August Riis (; May 3, 1849 – May 26, 1914) was a Danish-American social reformer, """"muckraking"""" journalist and social documentary photographer. He contributed significantly to the cause of urban reform in America at the turn of the twentieth century. He is known for using his photographic and journalistic talents to help the impoverished in New York City; those impoverished New Yorkers were the subject of most of his prolific writings and photography. He endorsed the implementation of """"model tenements"""" in New York with the help of humanitarian Lawrence Veiller. Additionally, as one of the most famous proponents of the newly practicable casual photography, he is considered one of the fathers of photography due to his very early adoption of flash in photography.""",
Northern Securities Case,"The Northern Securities Company was a short-lived American railroad trust formed in 1901 by E. H. Harriman, James J. Hill, J.P. Morgan and their associates. The company controlled the Northern Pacific Railway; Great Northern Railway; Chicago, Burlington and Quincy Railroad; and other associated lines. It was capitalized at $400 million, and Hill served as president.",
Robert LaFollette,"""Robert Marion """"Fighting Bob"""" La Follette Sr. (June 14, 1855 – June 18, 1925), was an American lawyer and politician. He represented Wisconsin in both chambers of Congress and served as the Governor of Wisconsin. A Republican for most of his career, he ran for President of the United States as the nominee of his own Progressive Party in the 1924 presidential election. Historian John D. Buenker describes La Follette as """"the most celebrated figure in Wisconsin history.""""""",
Jimmy Carter,"James Earl Carter Jr. (born October 1, 1924) is an American politician, businessman, and philanthropist who served as the 39th president of the United States from 1977 to 1981. A member of the Democratic Party, he previously served as a Georgia State Senator from 1963 to 1967 and as the 76th governor of Georgia from 1971 to 1975. Since leaving the presidency, Carter has remained engaged in political and social projects as a private citizen. In 2002, he was awarded the Nobel Peace Prize for his work in co-founding the Carter Center.",
Watergate,"""The Watergate scandal was a major political scandal in the United States involving the administration of U.S. President Richard Nixon from 1971 to 1974 that led to Nixon's resignation. The scandal stemmed from the Nixon administration's continuous attempts to cover up its involvement in the June 17, 1972 break-in of the Democratic National Committee headquarters at the Washington, D.C. Watergate Office Building. After the five perpetrators were arrested, the press and the U.S. Justice Department connected the cash found on them at the time to the Nixon re-election campaign committee. Further investigations, along with revelations during subsequent trials of the burglars, led the U.S. House of Representatives to grant its judiciary committee additional investigation authority to probe into """"certain matters within its jurisdiction"""", and the U.S. Senate to create a special investigative committee. The resulting Senate Watergate hearings were broadcast """"gavel-to-gavel"""" nationwide by PBS and aroused public interest. Witnesses testified that the president had approved plans to cover up administration involvement in the break-in, and that there was a voice-activated taping system in the Oval Office. Throughout the investigation, the administration resisted its probes, which led to a constitutional crisis.Several major revelations and egregious presidential action against the investigation later in 1973 prompted the House to commence an impeachment process against Nixon. The U.S. Supreme Court ruled that Nixon had to release the Oval Office tapes to government investigators. The tapes revealed that Nixon had conspired to cover up activities that took place after the break-in and had attempted to use federal officials to deflect the investigation. The House Judiciary Committee then approved articles of impeachment against Nixon for obstruction of justice, abuse of power, and contempt of Congress. With his complicity in the cover-up made public and his political support completely eroded, Nixon resigned from office on August 9, 1974. It is believed that, if he had not done so, he would have been impeached by the House and removed from office by a trial in the Senate. He is the only U.S. president to have resigned from office. On September 8, 1974, Nixon's successor, Gerald Ford, pardoned him.""",
Roe v. Wade,"Roe v. Wade, 410 U.S. 113 (1973), was a landmark decision of the U.S. Supreme Court in which the Court ruled that the Constitution of the United States protects a pregnant woman's liberty to choose to have an abortion without excessive government restriction. It struck down many U.S. federal and state abortion laws, and prompted an ongoing national debate in the United States about whether and to what extent abortion should be legal, who should decide the legality of abortion, what methods the Supreme Court should use in constitutional adjudication, and what the role  of religious and moral views in the political sphere should be. Roe v. Wade reshaped American politics, dividing much of the United States into abortion rights and anti-abortion movements, while activating grassroots movements on both sides.",
affirmative action,"Affirmative action refers to a set of policies and practices within a government or organization seeking to increase the representation of particular groups based on their gender, race, sexuality, creed or nationality in areas in which they are underrepresented such as education and employment. Historically and internationally, support for affirmative action has sought to achieve goals such as bridging inequalities in employment and pay, increasing access to education, promoting diversity, and redressing apparent past wrongs, harms, or hindrances.",
John C. Calhoun,"John Caldwell Calhoun (; March 18, 1782 – March 31, 1850) was an American politician and political theorist from South Carolina who held many important positions including being the seventh vice president of the United States from 1825 to 1832, while adamantly defending slavery and protecting the interests of the white South when its residents were outnumbered by Northerners. He began his political career as a nationalist, modernizer, and proponent of a strong national government and protective tariffs. In the late 1820s, his views changed radically, and he became a leading proponent of states' rights, limited government, nullification, and opposition to high tariffs. He saw Northern acceptance of those policies as a condition of the South remaining in the Union. His beliefs and warnings heavily influenced the South's secession from the Union in 1860–1861.",
abolitionists,"Abolitionism, or the abolitionist movement, was the movement to end slavery. In Western Europe and the Americas, abolitionism was a historic movement that sought to end the Atlantic slave trade and liberate the enslaved people.",
Kellogg-Briand Pact,"""The Kellogg–Briand Pact or Pact of Paris – officially the General Treaty for Renunciation of War as an Instrument of National Policy – is a 1928 international agreement in which signatory states promised not to use war to resolve """"disputes or conflicts of whatever nature or of whatever origin they may be, which may arise among them"""". The pact was signed by Germany, France, and the United States on 27 August 1928, and by most other states soon after. Sponsored by France and the U.S., the Pact is named after its authors, United States Secretary of State Frank B. Kellogg and French foreign minister Aristide Briand. The pact was concluded outside the League of Nations and remains in effect.A common criticism is that the Kellogg–Briand Pact did not live up to all of its aims, but it has arguably had some success. It neither ended war, nor stopped the rise of militarism, and was unable to prevent the Second World War. It has been ridiculed for its moralism and legalism and lack of influence on foreign policy. Moreover, it effectively erased the legal distinction between war and peace because the signatories began to wage wars without declaring them. The pact had no mechanism for enforcement, and many historians and political scientists see it as mostly irrelevant and ineffective.  However, the pact did serve as the legal basis for the concept of a crime against peace, for which the Nuremberg Tribunal and Tokyo Tribunal tried and executed the top leaders responsible for starting World War II.With the signing of the Litvinov Protocol in Moscow on February 9, 1929, the Soviet Union and its western neighbors, including Romania, agreed to put the """,
Herbert Hoover,"Herbert Clark Hoover (August 10, 1874 – October 20, 1964) was an American politician, businessman, and engineer who served as the 31st president of the United States from 1929 to 1933. A member of the Republican Party, he held office during the onset of the Great Depression. Before serving as president, Hoover led the Commission for Relief in Belgium, served as the director of the U.S. Food Administration, and served as the third U.S. Secretary of Commerce.",
H.L. Menken,"""Henry Louis Mencken (September 12, 1880 – January 29, 1956) was an American journalist, essayist, satirist, cultural critic, and scholar of American English. He commented widely on the social scene, literature, music, prominent politicians, and contemporary movements. His satirical reporting on the Scopes Trial, which he dubbed the """"Monkey Trial,"""" also gained him attention.""",
Charles Lindbergh,"Charles Augustus Lindbergh (February 4, 1902 – August 26, 1974) was an American aviator, military officer, author, inventor, and activist.  At the age of 25 in 1927, he went from obscurity as a U.S. Air Mail pilot to instantaneous world fame by winning the Orteig Prize for making a nonstop flight from New York City to Paris on May 20–21. Lindbergh covered the 33+1⁄2-hour, 3,600-statute-mile (5,800 km) flight alone in a purpose-built, single-engine Ryan monoplane, the Spirit of St. Louis. Though the first non-stop transatlantic flight had been completed eight years earlier, this was the first solo transatlantic flight, the first transatlantic flight between two major city hubs, and the longest transatlantic flight by almost 2,000 miles. Thus it is widely considered a turning point in world history for the development and advancement of aviation, ushering in a new era of transportation between parts of the globe.",
Know-Nothings,"""The Know Nothings were a nativist political party and movement in the United States in the mid-1850s. Despite using the """"Native American Party"""" name, its membership consisted of the descendants of colonists or settlers and did not include indigenous Native Americans.""",
Kansas-Nebraska Act,"""The Kansas–Nebraska Act of 1854 (10 Stat. 277) was a territorial organic act that created the territories of Kansas and Nebraska. It was drafted by Democratic Senator Stephen A. Douglas, passed by the 33rd United States Congress, and signed into law by President Franklin Pierce. Douglas introduced the bill intending to open up new lands to development and facilitate the construction of a transcontinental railroad, but the Kansas–Nebraska Act is most notable for effectively repealing the Missouri Compromise, stoking national tensions over slavery, and contributing to a series of armed conflicts known as """"Bleeding Kansas"""".""",
Republican Party,Republican Party is a name used by many political parties around the world. It most commonly refers to:,
Langston Hughes,"""James Mercer Langston Hughes (February 1, 1901 – May 22, 1967) was an American poet, social activist, novelist, playwright, and columnist from Joplin, Missouri. One of the earliest innovators of the literary art form called jazz poetry, Hughes is best known as a leader of the Harlem Renaissance. He famously wrote about the period that """"the Negro was in vogue"""", which was later paraphrased as """"when Harlem was in vogue.""""Growing up in a series of Midwestern towns, Hughes became a prolific writer at an early age. He moved to New York City as a young man, where he made his career. He graduated from high school in Cleveland, Ohio and soon began studies at Columbia University in New York City. Although he dropped out, he gained notice from New York publishers, first in The Crisis magazine, and then from book publishers and became known in the creative community in Harlem. He eventually graduated from Lincoln University. In addition to poetry, Hughes wrote plays, and short stories.  He also published several non-fiction works. From 1942 to 1962, as the civil rights movement was gaining traction, he wrote an in-depth weekly column in a leading black newspaper, The Chicago Defender.""",
Andrew Mellon,"Andrew William Mellon (; March 24, 1855 – August 26, 1937), sometimes A.W., was an American banker, businessman, industrialist, philanthropist, art collector, and politician. From the wealthy Mellon family of Pittsburgh, Pennsylvania, he established a vast business empire before transitioning into politics. He served as United States Secretary of the Treasury from March 9, 1921, to February 12, 1932, presiding over the boom years of the 1920s and the Wall Street crash of 1929. A conservative Republican, Mellon favored policies that reduced taxation and the national debt in the aftermath of World War I.",
National Origins Act,"The Immigration Act of 1924, or Johnson–Reed Act, including the Asian Exclusion Act and National Origins Act (Pub.L. 68–139, 43 Stat. 153, enacted May 26, 1924), was a United States federal law that prevented immigration from Asia, set quotas on the number of immigrants from the Eastern Hemisphere, and provided funding and an enforcement mechanism to carry out the longstanding ban on other immigrants.",
